default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_emp_since,installment_as_income_perc,personal_status_sex,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
1,>= 200 DM / salary assignments for at least 1 year,61.29246300902365,critical account/ other credits existing (not at this bank),car (used),6839.136596824369,... < 100 DM,unemployed,1.5657508267385265,female : divorced/separated/married,none,4.818867264590167,if not A121 : building society savings agreement/ life insurance,63.589183815030566,none,rent,-3.658914783950138,skilled employee / official,-5.606770306935669,none,yes
0,< 0 DM,24.424942802611383,existing credits paid back duly till now,business,1916.5629031781634,... < 100 DM,4 <= ... < 7 years,6.92473982063973,female : divorced/separated/married,none,2.700496258513649,if not A121 : building society savings agreement/ life insurance,32.32708976987321,none,own,4.485599082590643,management/ self-employed/ highly qualified employee/ officer,2.040042246231127,"yes, registered under the customers name ",yes
0,>= 200 DM / salary assignments for at least 1 year,22.780754950846152,existing credits paid back duly till now,car (used),4020.608325144757,100 <= ... < 500 DM,1 <= ... < 4 years,0.5195953725383728,female : divorced/separated/married,none,3.7155775479101294,if not A121 : building society savings agreement/ life insurance,25.615073391237164,bank,for free,3.461797884992968,unskilled - resident,5.858305474219876,none,yes
0,no checking account,16.463271812785386,critical account/ other credits existing (not at this bank),domestic appliances,5864.4989167678095,... < 100 DM,4 <= ... < 7 years,3.9784526427556877,female : divorced/separated/married,none,-1.6885221920787936,unknown / no property,31.761772985234522,none,own,5.756130691095988,skilled employee / official,5.319829417301985,none,yes
0,no checking account,9.558681815256367,critical account/ other credits existing (not at this bank),car (new),1265.4554833376371,.. >= 1000 DM ,.. >= 7 years,2.809258476286625,male : married/widowed,none,5.071386028813963,"if not A121/A122 : car or other, not in attribute 6",58.784857374530404,none,own,0.8418358719875878,skilled employee / official,2.1694201616155677,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,13.847938267726487,critical account/ other credits existing (not at this bank),car (used),1472.4162470880271,... < 100 DM,1 <= ... < 4 years,4.34124446045843,male : single,none,4.274750858132417,if not A121 : building society savings agreement/ life insurance,30.826278515436275,bank,own,4.041690502308266,skilled employee / official,0.09495767160746238,none,yes
1,< 0 DM,48.38691687816267,existing credits paid back duly till now,radio/television,4745.99582204567,unknown/ no savings account,unemployed,6.210509592760154,male : single,none,3.46045564144785,"if not A121/A122 : car or other, not in attribute 6",25.48498715913866,none,own,-2.413732104720715,unskilled - resident,-0.9074076696428925,"yes, registered under the customers name ",yes
0,< 0 DM,47.65815762703537,existing credits paid back duly till now,education,6112.958408950883,100 <= ... < 500 DM,1 <= ... < 4 years,-0.38766714897374044,female : divorced/separated/married,none,3.4173352192847757,if not A121 : building society savings agreement/ life insurance,37.596543560446996,none,rent,3.1391426956135993,skilled employee / official,0.09122261828307376,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,15.479530569112416,existing credits paid back duly till now,domestic appliances,2098.3266859620317,... < 100 DM,1 <= ... < 4 years,6.989664653495212,male : single,none,1.7123491923020873,unknown / no property,36.947206212233084,none,rent,-1.3134882862998358,skilled employee / official,2.6314217437537186,none,yes
0,< 0 DM,7.526556352926281,existing credits paid back duly till now,car (new),1227.4170359177274,... < 100 DM,... < 1 year ,-0.9810936313194496,male : single,none,-0.5045534583145055,if not A121 : building society savings agreement/ life insurance,34.920439161572666,none,rent,-3.954205497268809,skilled employee / official,-1.4217314163782486,"yes, registered under the customers name ",no
0,0 <= ... < 200 DM,10.951778363474103,critical account/ other credits existing (not at this bank),radio/television,460.0322041060769,100 <= ... < 500 DM,unemployed,4.883778527675137,male : single,guarantor,2.7840042226806347,"if not A121/A122 : car or other, not in attribute 6",23.47871283191352,none,own,-2.372421554493082,management/ self-employed/ highly qualified employee/ officer,3.272271454151143,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,32.229762513610325,all credits at this bank paid back duly,domestic appliances,2330.1356245486077,100 <= ... < 500 DM,.. >= 7 years,6.767919168363559,male : married/widowed,none,5.779117558641218,if not A121 : building society savings agreement/ life insurance,30.2765313225805,none,own,1.0165934158878118,management/ self-employed/ highly qualified employee/ officer,7.399481554009972,none,yes
0,no checking account,13.629462804915585,delay in paying off in the past,domestic appliances,1160.9216823846523,.. >= 1000 DM ,1 <= ... < 4 years,4.980112475371005,female : divorced/separated/married,co-applicant,0.6429144801996243,unknown / no property,25.54649485792835,none,for free,-1.47289762465281,skilled employee / official,0.8143502946178149,"yes, registered under the customers name ",yes
0,no checking account,16.003470878133918,critical account/ other credits existing (not at this bank),car (new),6206.095699036115,... < 100 DM,... < 1 year ,7.749334630206231,male : married/widowed,none,1.3305880319547696,if not A121 : building society savings agreement/ life insurance,43.905935897970494,none,own,2.1282205950873996,unemployed/ unskilled - non-resident,-2.033184409849916,"yes, registered under the customers name ",yes
0,no checking account,30.69648396920016,existing credits paid back duly till now,radio/television,6187.305777662118,... < 100 DM,.. >= 7 years,-1.2903179519319816,female : divorced/separated/married,none,2.523258733703841,"if not A121/A122 : car or other, not in attribute 6",19.66965960918948,none,own,-3.424712665012052,skilled employee / official,-3.0342342389492387,none,yes
1,no checking account,48.350057427422186,existing credits paid back duly till now,car (new),6140.713029625917,unknown/ no savings account,1 <= ... < 4 years,-0.13744775404576348,female : divorced/separated/married,none,4.60255089182779,"if not A121/A122 : car or other, not in attribute 6",55.112108574742145,none,for free,-4.381292630847585,skilled employee / official,3.3296966551347262,"yes, registered under the customers name ",yes
0,< 0 DM,11.65606579018704,existing credits paid back duly till now,car (new),1390.4223819442732,100 <= ... < 500 DM,... < 1 year ,1.0169946745146419,female : divorced/separated/married,none,2.8794580084574593,real estate,34.55199428878551,none,own,6.117162302430728,skilled employee / official,0.8207614631186692,"yes, registered under the customers name ",yes
0,no checking account,38.61428633384457,critical account/ other credits existing (not at this bank),business,2297.387012269291,... < 100 DM,1 <= ... < 4 years,5.981327699645311,female : divorced/separated/married,guarantor,5.455909849189422,"if not A121/A122 : car or other, not in attribute 6",38.50419608993269,none,own,3.711400388204303,management/ self-employed/ highly qualified employee/ officer,3.6304926881921586,none,yes
0,< 0 DM,6.670786646324046,existing credits paid back duly till now,car (new),1353.627783389876,100 <= ... < 500 DM,4 <= ... < 7 years,2.4937688028081357,male : single,none,3.568531282247091,"if not A121/A122 : car or other, not in attribute 6",21.301432175419997,none,own,-2.1478905077414225,skilled employee / official,-0.6009027474780486,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,13.036740689215684,all credits at this bank paid back duly,car (used),7225.1331244977955,100 <= ... < 500 DM,.. >= 7 years,1.3067699789422473,male : single,none,6.666949541213945,unknown / no property,38.46895924177069,stores,rent,1.9910010695883815,management/ self-employed/ highly qualified employee/ officer,3.491870642619495,none,yes
0,no checking account,12.202737208466674,existing credits paid back duly till now,radio/television,2074.3125367458597,... < 100 DM,4 <= ... < 7 years,0.6311288526786103,male : single,none,6.270678416795098,"if not A121/A122 : car or other, not in attribute 6",28.183044566242614,none,own,4.058521180603972,skilled employee / official,0.5251024796508236,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,24.86735819606995,critical account/ other credits existing (not at this bank),domestic appliances,2329.2747334133646,100 <= ... < 500 DM,1 <= ... < 4 years,6.300601879987182,male : divorced/separated,none,4.987576173117082,"if not A121/A122 : car or other, not in attribute 6",31.668240369573574,none,own,2.2576018248718164,unskilled - resident,-1.1975121659718475,none,yes
0,0 <= ... < 200 DM,28.893864677515623,existing credits paid back duly till now,business,5964.387794246683,... < 100 DM,1 <= ... < 4 years,-2.6741143329516213,female : divorced/separated/married,none,-0.8027171924438798,"if not A121/A122 : car or other, not in attribute 6",29.70236479432185,none,for free,2.4446692885504353,skilled employee / official,-0.20299543640715356,"yes, registered under the customers name ",yes
0,< 0 DM,7.628532540433,critical account/ other credits existing (not at this bank),domestic appliances,1262.328943263722,... < 100 DM,... < 1 year ,6.476848747130699,male : divorced/separated,none,-0.7106033397288165,if not A121 : building society savings agreement/ life insurance,26.19730961589476,none,own,4.285462243937792,skilled employee / official,-2.5911630662697096,"yes, registered under the customers name ",yes
0,no checking account,17.040986350928097,existing credits paid back duly till now,domestic appliances,3385.3353904351766,unknown/ no savings account,1 <= ... < 4 years,10.572315269419596,male : single,none,0.7726855706205267,unknown / no property,29.375199095698235,none,own,-1.1921374256036614,management/ self-employed/ highly qualified employee/ officer,6.9680786757448345,none,yes
1,no checking account,34.588882037121614,existing credits paid back duly till now,radio/television,2220.868053033439,... < 100 DM,... < 1 year ,5.099353439714651,male : single,none,2.6464739282817566,real estate,58.71628717079545,none,rent,2.093535345993886,unemployed/ unskilled - non-resident,0.7108545593245388,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,4.083366455269974,critical account/ other credits existing (not at this bank),domestic appliances,787.4160436994704,... < 100 DM,... < 1 year ,2.7493244069732294,male : single,none,-1.4149801808828282,real estate,27.12719089283707,bank,for free,0.9464540851228251,unskilled - resident,3.933542266046588,none,no
1,0 <= ... < 200 DM,11.174573246319948,existing credits paid back duly till now,(vacation - does not exist?),6468.449527241962,... < 100 DM,... < 1 year ,0.5214206933133219,male : married/widowed,none,-0.3250753825189827,"if not A121/A122 : car or other, not in attribute 6",54.597451009539455,none,own,0.18171385698687237,unskilled - resident,-0.6106073986123979,"yes, registered under the customers name ",yes
0,no checking account,40.48482393370319,existing credits paid back duly till now,car (used),9567.233515754047,unknown/ no savings account,.. >= 7 years,-3.4306399632604485,male : single,none,0.576461199142883,real estate,33.14038138733346,bank,rent,0.8305834657377438,skilled employee / official,-2.1557834659394697,none,yes
0,0 <= ... < 200 DM,15.40250665292027,existing credits paid back duly till now,radio/television,1961.3550437401645,unknown/ no savings account,.. >= 7 years,1.191841910909333,male : divorced/separated,none,-0.015543219283617571,if not A121 : building society savings agreement/ life insurance,24.766206868643437,none,own,1.2186047134854723,management/ self-employed/ highly qualified employee/ officer,0.2983584672461944,"yes, registered under the customers name ",yes
1,< 0 DM,38.90483506377444,critical account/ other credits existing (not at this bank),car (new),6230.334180454585,... < 100 DM,.. >= 7 years,0.7213142767037519,female : divorced/separated/married,none,3.052631541534983,real estate,22.70474777402666,none,rent,2.1032224879565824,skilled employee / official,4.303577600137595,none,yes
0,< 0 DM,3.9513906851525853,existing credits paid back duly till now,car (used),1390.538944686914,unknown/ no savings account,1 <= ... < 4 years,-2.341013729245047,male : single,none,4.535352550954993,"if not A121/A122 : car or other, not in attribute 6",27.734817681133404,none,own,-2.1452829276035774,skilled employee / official,-0.5621953741948509,none,yes
0,< 0 DM,13.995344910042675,existing credits paid back duly till now,retraining,1541.3621505443723,... < 100 DM,1 <= ... < 4 years,9.167079825986947,male : single,none,4.597714123747718,real estate,53.19052678535458,none,own,4.405387729701342,skilled employee / official,-1.6115959181882462,none,yes
1,< 0 DM,36.48825919531502,existing credits paid back duly till now,radio/television,1951.6305865673257,... < 100 DM,4 <= ... < 7 years,4.818587554077319,male : single,none,11.415427228166408,unknown / no property,59.043776291791616,none,own,-1.929155623298775,unskilled - resident,1.4663927331074305,"yes, registered under the customers name ",yes
1,no checking account,49.758666994077835,existing credits paid back duly till now,business,14424.396703716538,... < 100 DM,4 <= ... < 7 years,3.139062741841951,female : divorced/separated/married,none,2.511524558058948,if not A121 : building society savings agreement/ life insurance,23.114776663909403,none,rent,0.3452996663584783,unemployed/ unskilled - non-resident,2.497067802153232,none,yes
0,0 <= ... < 200 DM,26.133679739378564,existing credits paid back duly till now,domestic appliances,3179.0668986393607,... < 100 DM,.. >= 7 years,3.0729329044112514,female : divorced/separated/married,none,3.129802678188245,if not A121 : building society savings agreement/ life insurance,26.544294193851087,none,own,0.11415858183984562,skilled employee / official,5.9285445065595495,none,yes
0,>= 200 DM / salary assignments for at least 1 year,29.380041705599776,delay in paying off in the past,radio/television,5189.819244460796,... < 100 DM,1 <= ... < 4 years,3.4813867526696907,male : single,none,4.0123986479645986,if not A121 : building society savings agreement/ life insurance,49.24583907079636,none,for free,5.074310837977648,unskilled - resident,3.0612514351174847,"yes, registered under the customers name ",yes
0,no checking account,10.953824783254687,all credits at this bank paid back duly,domestic appliances,2167.7841123431294,... < 100 DM,1 <= ... < 4 years,4.893652046718,male : single,guarantor,2.76947593533062,real estate,26.527680502207986,stores,rent,-5.357311820651999,management/ self-employed/ highly qualified employee/ officer,2.931978035593705,none,yes
0,no checking account,10.6129446220063,delay in paying off in the past,car (used),1008.3650711610426,unknown/ no savings account,.. >= 7 years,3.9029886439143535,male : single,none,2.305761871513191,real estate,21.775712309760074,none,own,3.6727294447883745,skilled employee / official,3.1578257107609646,none,yes
1,< 0 DM,38.57392764377146,existing credits paid back duly till now,car (new),1823.3353778707797,... < 100 DM,1 <= ... < 4 years,5.592081814074199,male : single,none,10.230133977577072,unknown / no property,36.71800367731365,bank,own,-1.0309710428364927,unskilled - resident,-2.459046145797891,"yes, registered under the customers name ",yes
0,< 0 DM,35.42608702535516,existing credits paid back duly till now,car (new),2393.7679314605375,500 <= ... < 1000 DM ,... < 1 year ,3.4119871064649523,male : single,co-applicant,1.464038605067294,if not A121 : building society savings agreement/ life insurance,18.354159653189587,none,own,4.659889884331163,unskilled - resident,-1.8899962114086328,"yes, registered under the customers name ",yes
0,no checking account,32.172941029986234,existing credits paid back duly till now,radio/television,8132.4093429038885,unknown/ no savings account,... < 1 year ,-0.02645867219614151,male : single,guarantor,4.577138174533207,if not A121 : building society savings agreement/ life insurance,29.341218032223722,none,for free,-0.4344947735484632,skilled employee / official,-2.251688868816951,none,yes
0,no checking account,3.6001383579895583,existing credits paid back duly till now,domestic appliances,726.6561491107963,unknown/ no savings account,.. >= 7 years,-0.22074249680558644,male : single,none,2.6232517928423715,real estate,45.528046501454604,stores,own,1.8534692427979684,unskilled - resident,-2.9964372670749366,none,yes
0,no checking account,5.241643141995166,critical account/ other credits existing (not at this bank),business,1163.312122039343,... < 100 DM,1 <= ... < 4 years,-2.9332471871013848,male : single,none,-0.7132932277118531,"if not A121/A122 : car or other, not in attribute 6",50.51912117153094,none,own,7.7413581202052715,skilled employee / official,4.386379624611211,none,yes
0,0 <= ... < 200 DM,43.49148223216129,all credits at this bank paid back duly,(vacation - does not exist?),5949.2216172208355,... < 100 DM,1 <= ... < 4 years,1.2153142968007946,male : single,none,3.3120963462842896,if not A121 : building society savings agreement/ life insurance,45.247742823731805,none,own,1.1679853736189947,skilled employee / official,1.870150274991266,none,yes
1,0 <= ... < 200 DM,36.4272772082117,existing credits paid back duly till now,business,1974.2613660398436,... < 100 DM,4 <= ... < 7 years,4.169490075979698,male : single,none,7.802870682411714,"if not A121/A122 : car or other, not in attribute 6",36.352605104473376,none,rent,4.716549654020376,skilled employee / official,1.2384881892743487,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,14.071456062203305,existing credits paid back duly till now,domestic appliances,1526.6803581383274,unknown/ no savings account,.. >= 7 years,0.1416098898736271,male : married/widowed,none,1.4284707886677106,"if not A121/A122 : car or other, not in attribute 6",63.526132286386165,none,own,2.1171352566936803,unskilled - resident,-6.778149546206806,none,yes
1,>= 200 DM / salary assignments for at least 1 year,40.7182420609904,critical account/ other credits existing (not at this bank),radio/television,3968.957039593224,... < 100 DM,unemployed,3.8965754048961014,male : single,none,2.9731983963240878,"if not A121/A122 : car or other, not in attribute 6",26.163412605041998,none,own,2.2462564908804685,management/ self-employed/ highly qualified employee/ officer,7.1664305758558555,none,yes
0,no checking account,11.475619073230142,existing credits paid back duly till now,business,4779.427632583688,... < 100 DM,1 <= ... < 4 years,2.161257688971506,female : divorced/separated/married,none,-1.1760627860231105,real estate,49.55725000147758,none,own,1.2098757682341235,unskilled - resident,-1.682816012460667,none,yes
0,>= 200 DM / salary assignments for at least 1 year,55.87677118190201,delay in paying off in the past,car (used),9434.240244744788,... < 100 DM,.. >= 7 years,-4.468024018178138,male : single,guarantor,-1.7764193790530092,unknown / no property,37.813069337622,none,own,3.5435548789003724,unskilled - resident,8.155438267816873,none,yes
0,no checking account,29.071960380839286,existing credits paid back duly till now,radio/television,3836.305900469936,500 <= ... < 1000 DM ,unemployed,-0.7453739784385034,female : divorced/separated/married,none,4.144088732851758,unknown / no property,20.47006847099723,bank,own,-1.0565948385591541,unemployed/ unskilled - non-resident,-3.3477244419539485,none,yes
1,no checking account,25.370325712672233,critical account/ other credits existing (not at this bank),domestic appliances,5943.731257441205,unknown/ no savings account,1 <= ... < 4 years,2.2217916812064056,male : single,guarantor,-0.39924951802230346,real estate,47.32303201845128,bank,own,-0.9521455690575564,skilled employee / official,-1.4372034756696106,none,yes
0,no checking account,13.014222176800047,existing credits paid back duly till now,domestic appliances,1212.5462570597608,... < 100 DM,1 <= ... < 4 years,5.161176188187231,male : single,guarantor,-0.32640892481411754,"if not A121/A122 : car or other, not in attribute 6",49.58185256701089,stores,rent,-0.9157285711310652,unskilled - resident,-5.608548147528889,"yes, registered under the customers name ",yes
0,no checking account,16.910838460304785,existing credits paid back duly till now,domestic appliances,1569.2977833551784,.. >= 1000 DM ,unemployed,-0.4610247491992818,female : divorced/separated/married,none,4.688381093375289,real estate,24.23357017280191,none,own,1.2991311289722731,skilled employee / official,2.0863749278280928,none,yes
0,no checking account,22.85478631800501,existing credits paid back duly till now,radio/television,1755.1857494510398,... < 100 DM,1 <= ... < 4 years,4.475344151499205,female : divorced/separated/married,none,2.4327627057069305,if not A121 : building society savings agreement/ life insurance,56.88816083938041,none,own,0.33754364334901166,management/ self-employed/ highly qualified employee/ officer,-2.3037704624336968,none,yes
0,no checking account,6.412481063232881,existing credits paid back duly till now,business,2315.3311871768365,unknown/ no savings account,.. >= 7 years,6.067221676081417,female : divorced/separated/married,none,2.587535026673392,"if not A121/A122 : car or other, not in attribute 6",55.07856900432059,none,own,3.1308246294135293,skilled employee / official,-2.219000462295063,"yes, registered under the customers name ",yes
0,no checking account,13.460917442356745,delay in paying off in the past,business,1410.77500051152,... < 100 DM,4 <= ... < 7 years,6.331218876972695,male : single,none,4.21797807702471,"if not A121/A122 : car or other, not in attribute 6",28.940726420492446,bank,own,5.91419509946456,skilled employee / official,-3.117542651523192,none,yes
