default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_emp_since,installment_as_income_perc,personal_status_sex,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
1,>= 200 DM / salary assignments for at least 1 year,60.430821003007885,critical account/ other credits existing (not at this bank),car (used),6837.045532274789,... < 100 DM,unemployed,2.5219169422461754,female : divorced/separated/married,none,4.272955754863389,if not A121 : building society savings agreement/ life insurance,63.19639460501019,none,rent,0.11369507201662055,skilled employee / official,-1.2022567689785562,none,yes
0,< 0 DM,20.14164760087046,existing credits paid back duly till now,business,1914.187634392721,... < 100 DM,4 <= ... < 7 years,4.30824660687991,female : divorced/separated/married,none,2.9001654195045496,if not A121 : building society savings agreement/ life insurance,34.77569658995774,none,own,2.1618663608635478,management/ self-employed/ highly qualified employee/ officer,1.346680748743709,"yes, registered under the customers name ",yes
0,>= 200 DM / salary assignments for at least 1 year,23.593584983615383,existing credits paid back duly till now,car (used),4020.2027750482525,100 <= ... < 500 DM,1 <= ... < 4 years,1.5065317908461242,female : divorced/separated/married,none,2.57185918263671,if not A121 : building society savings agreement/ life insurance,26.538357797079055,bank,for free,1.8205992949976562,unskilled - resident,2.6194351580732924,none,yes
0,no checking account,17.487757270928462,critical account/ other credits existing (not at this bank),domestic appliances,5865.4996389226035,... < 100 DM,4 <= ... < 7 years,2.659484214251896,female : divorced/separated/married,none,0.7704926026404022,unknown / no property,30.58725766174484,none,own,3.2520435636986624,skilled employee / official,2.4399431391006616,none,yes
0,no checking account,11.186227271752122,critical account/ other credits existing (not at this bank),car (new),1264.4851611125457,.. >= 1000 DM ,.. >= 7 years,3.6030861587622085,male : married/widowed,none,4.357128676271321,"if not A121/A122 : car or other, not in attribute 6",57.5949524581768,none,own,0.9472786239958626,skilled employee / official,1.3898067205385225,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,12.615979422575496,critical account/ other credits existing (not at this bank),car (used),1473.4720823626758,... < 100 DM,1 <= ... < 4 years,4.113748153486143,male : single,none,2.091583619377472,if not A121 : building society savings agreement/ life insurance,32.27542617181209,bank,own,2.0138968341027557,skilled employee / official,0.6983192238691541,none,yes
1,< 0 DM,46.12897229272089,existing credits paid back duly till now,radio/television,4745.998607348557,unknown/ no savings account,unemployed,4.736836530920051,male : single,none,2.4868185471492836,"if not A121/A122 : car or other, not in attribute 6",25.161662386379554,none,own,0.5287559650930949,unskilled - resident,0.36419744345236915,"yes, registered under the customers name ",yes
0,< 0 DM,47.886052542345126,existing credits paid back duly till now,education,6110.986136316961,100 <= ... < 500 DM,1 <= ... < 4 years,0.5374442836754199,female : divorced/separated/married,none,3.1391117397615917,if not A121 : building society savings agreement/ life insurance,33.198847853482334,none,rent,1.713047565204533,skilled employee / official,0.697074206094358,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,17.159843523037473,existing credits paid back duly till now,domestic appliances,2099.4422286540107,... < 100 DM,1 <= ... < 4 years,4.996554884498404,male : single,none,1.9041163974340292,unknown / no property,36.982402070744364,none,rent,0.22883723790005472,skilled employee / official,1.5438072479179061,none,yes
0,< 0 DM,9.17551878430876,existing credits paid back duly till now,car (new),1225.8056786392424,... < 100 DM,... < 1 year ,1.006302122893517,male : single,none,1.1651488472284983,if not A121 : building society savings agreement/ life insurance,36.30681305385755,none,rent,-0.6514018324229363,skilled employee / official,0.1927561945405838,"yes, registered under the customers name ",no
0,0 <= ... < 200 DM,9.650592787824701,critical account/ other credits existing (not at this bank),radio/television,458.6774013686923,100 <= ... < 500 DM,unemployed,4.294592842558379,male : single,guarantor,2.9280014075602114,"if not A121/A122 : car or other, not in attribute 6",23.82623761063784,none,own,-0.12414051816436067,management/ self-employed/ highly qualified employee/ officer,1.757423818050381,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,30.743254171203443,all credits at this bank paid back duly,domestic appliances,2332.0452081828694,100 <= ... < 500 DM,.. >= 7 years,4.922639722787853,male : married/widowed,none,3.2597058528804057,if not A121 : building society savings agreement/ life insurance,30.092177107526833,none,own,1.0055311386292707,management/ self-employed/ highly qualified employee/ officer,3.133160518003324,none,yes
0,no checking account,12.543154268305194,delay in paying off in the past,domestic appliances,1158.9738941282174,.. >= 1000 DM ,1 <= ... < 4 years,3.6600374917903347,female : divorced/separated/married,co-applicant,0.8809714933998748,unknown / no property,25.84883161930945,none,for free,0.17570079178239661,skilled employee / official,0.938116764872605,"yes, registered under the customers name ",yes
0,no checking account,17.334490292711305,critical account/ other credits existing (not at this bank),car (new),6204.698566345372,... < 100 DM,... < 1 year ,3.9164448767354103,male : married/widowed,none,3.11019601065159,if not A121 : building society savings agreement/ life insurance,43.9686452993235,none,own,1.3760735316958,unemployed/ unskilled - non-resident,0.6556051967166947,"yes, registered under the customers name ",yes
0,no checking account,30.23216132306672,existing credits paid back duly till now,radio/television,6187.101925887373,... < 100 DM,.. >= 7 years,0.2365606826893395,female : divorced/separated/married,none,3.5077529112346135,"if not A121/A122 : car or other, not in attribute 6",22.55655320306316,none,own,0.19176244499598272,skilled employee / official,-0.34474474631641283,none,yes
1,no checking account,48.116685809140726,existing credits paid back duly till now,car (new),6142.237676541972,unknown/ no savings account,1 <= ... < 4 years,2.620850748651412,female : divorced/separated/married,none,4.20085029727593,"if not A121/A122 : car or other, not in attribute 6",57.03736952491405,none,for free,-0.12709754361586167,skilled employee / official,1.7765655517115755,"yes, registered under the customers name ",yes
0,< 0 DM,11.218688596729013,existing credits paid back duly till now,car (new),1392.1407939814244,100 <= ... < 500 DM,... < 1 year ,3.0056648915048805,female : divorced/separated/married,none,3.6264860028191532,real estate,34.8506647629285,none,own,3.372387434143576,skilled employee / official,0.9402538210395563,"yes, registered under the customers name ",yes
0,no checking account,36.87142877794819,critical account/ other credits existing (not at this bank),business,2298.462337423097,... < 100 DM,1 <= ... < 4 years,4.660442566548437,female : divorced/separated/married,guarantor,4.485303283063141,"if not A121/A122 : car or other, not in attribute 6",38.834732029977566,none,own,1.9038001294014344,management/ self-employed/ highly qualified employee/ officer,1.876830896064053,none,yes
0,< 0 DM,6.223595548774682,existing credits paid back duly till now,car (new),1352.542594463292,100 <= ... < 500 DM,4 <= ... < 7 years,1.4979229342693787,male : single,none,2.5228437607490304,"if not A121/A122 : car or other, not in attribute 6",22.43381072514,none,own,-0.04929683591380751,skilled employee / official,0.46636575084065046,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,11.678913563071895,all credits at this bank paid back duly,car (used),7227.044374832599,100 <= ... < 500 DM,.. >= 7 years,1.1022566596474157,male : single,none,4.888983180404648,unknown / no property,38.822986413923566,stores,rent,1.9970003565294605,management/ self-employed/ highly qualified employee/ officer,1.8306235475398316,none,yes
0,no checking account,12.067579069488891,existing credits paid back duly till now,radio/television,2073.43751224862,... < 100 DM,4 <= ... < 7 years,2.87704295089287,male : single,none,3.423559472265033,"if not A121/A122 : car or other, not in attribute 6",28.061014855414204,none,own,2.019507060201324,skilled employee / official,0.8417008265502746,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,24.289119398689984,critical account/ other credits existing (not at this bank),domestic appliances,2331.7582444711215,100 <= ... < 500 DM,1 <= ... < 4 years,4.766867293329061,male : divorced/separated,none,2.995858724372361,"if not A121/A122 : car or other, not in attribute 6",29.889413456524526,none,own,1.4192006082906055,unskilled - resident,0.26749594467605087,none,yes
0,0 <= ... < 200 DM,27.63128822583854,existing credits paid back duly till now,business,5964.795931415561,... < 100 DM,1 <= ... < 4 years,-0.22470477765054042,female : divorced/separated/married,none,1.0657609358520401,"if not A121/A122 : car or other, not in attribute 6",29.90078826477395,none,for free,2.1482230961834783,skilled employee / official,0.5990015211976155,"yes, registered under the customers name ",yes
0,< 0 DM,10.542844180144334,critical account/ other credits existing (not at this bank),domestic appliances,1262.109647754574,... < 100 DM,... < 1 year ,4.1589495823769,male : divorced/separated,none,1.0964655534237278,if not A121 : building society savings agreement/ life insurance,25.399103205298253,none,own,2.095154081312597,skilled employee / official,-0.19705435542323646,"yes, registered under the customers name ",yes
0,no checking account,17.6803287836427,existing credits paid back duly till now,domestic appliances,3380.445130145059,unknown/ no savings account,1 <= ... < 4 years,4.857438423139865,male : single,none,0.9242285235401756,unknown / no property,30.45839969856608,none,own,0.2692875247987796,management/ self-employed/ highly qualified employee/ officer,2.9893595585816115,none,yes
1,no checking account,35.529627345707205,existing credits paid back duly till now,radio/television,2223.6226843444797,... < 100 DM,... < 1 year ,4.36645114657155,male : single,none,3.5488246427605854,real estate,57.57209572359848,none,rent,2.0311784486646287,unemployed/ unskilled - non-resident,0.9036181864415129,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,5.361122151756658,critical account/ other credits existing (not at this bank),domestic appliances,784.4720145664901,... < 100 DM,... < 1 year ,1.583108135657743,male : single,none,0.8616732730390573,real estate,26.375730297612357,bank,for free,0.9821513617076084,unskilled - resident,2.644514088682196,none,no
1,0 <= ... < 200 DM,11.724857748773315,existing credits paid back duly till now,(vacation - does not exist?),6468.149842413987,... < 100 DM,... < 1 year ,1.5071402311044406,male : married/widowed,none,0.5583082058270057,"if not A121/A122 : car or other, not in attribute 6",52.86581700317982,none,own,0.7272379523289574,unskilled - resident,0.4631308671292007,"yes, registered under the customers name ",yes
0,no checking account,37.4949413112344,existing credits paid back duly till now,car (used),9566.411171918016,unknown/ no savings account,.. >= 7 years,0.18978667891318368,male : single,none,1.525487066380961,real estate,31.713460462444488,bank,rent,1.6101944885792479,skilled employee / official,-0.05192782197982315,none,yes
0,0 <= ... < 200 DM,17.134168884306757,existing credits paid back duly till now,radio/television,1961.118347913388,unknown/ no savings account,.. >= 7 years,2.3972806369697777,male : divorced/separated,none,1.3281522602387943,if not A121 : building society savings agreement/ life insurance,23.588735622881146,none,own,1.0728682378284908,management/ self-employed/ highly qualified employee/ officer,0.7661194890820648,"yes, registered under the customers name ",yes
1,< 0 DM,36.96827835459148,critical account/ other credits existing (not at this bank),car (new),6229.444726818195,... < 100 DM,.. >= 7 years,2.9071047589012506,female : divorced/separated/married,none,3.6842105138449943,real estate,22.90158259134222,none,rent,2.0344074959855276,skilled employee / official,2.1011925333791988,none,yes
0,< 0 DM,7.317130228384196,existing credits paid back duly till now,car (used),1390.846314895638,unknown/ no savings account,1 <= ... < 4 years,0.5529954235849843,male : single,none,2.178450850318331,"if not A121/A122 : car or other, not in attribute 6",27.24493922704447,none,own,-0.048427642534525805,skilled employee / official,0.4792682086017164,none,yes
0,< 0 DM,14.665114970014224,existing credits paid back duly till now,retraining,1538.4540501814574,... < 100 DM,1 <= ... < 4 years,5.7223599419956495,male : single,none,4.199238041249239,real estate,51.063508928451526,none,own,2.8017959099004477,skilled employee / official,0.1294680272705846,none,yes
1,< 0 DM,36.16275306510501,existing credits paid back duly till now,radio/television,1952.5435288557753,... < 100 DM,4 <= ... < 7 years,4.272862518025773,male : single,none,6.47180907605547,unknown / no property,60.34792543059721,none,own,0.023614792233741744,unskilled - resident,1.1554642443691434,"yes, registered under the customers name ",yes
1,no checking account,48.58622233135928,existing credits paid back duly till now,business,14422.13223457218,... < 100 DM,4 <= ... < 7 years,2.3796875806139837,female : divorced/separated/married,none,2.1705081860196493,if not A121 : building society savings agreement/ life insurance,24.371592221303136,none,rent,0.7817665554528261,unemployed/ unskilled - non-resident,1.499022600717744,none,yes
0,0 <= ... < 200 DM,24.711226579792854,existing credits paid back duly till now,domestic appliances,3180.3556328797868,... < 100 DM,.. >= 7 years,3.6909776348037506,female : divorced/separated/married,none,3.709934226062748,if not A121 : building society savings agreement/ life insurance,26.181431397950362,none,own,0.7047195272799485,skilled employee / official,2.642848168853183,none,yes
0,>= 200 DM / salary assignments for at least 1 year,27.793347235199924,delay in paying off in the past,radio/television,5189.939748153599,... < 100 DM,1 <= ... < 4 years,3.8271289175565637,male : single,none,4.004132882654866,if not A121 : building society savings agreement/ life insurance,48.41527969026545,none,for free,4.358103612659216,unskilled - resident,2.3537504783724947,"yes, registered under the customers name ",yes
0,no checking account,11.651274927751562,all credits at this bank paid back duly,domestic appliances,2169.92803744771,... < 100 DM,1 <= ... < 4 years,2.9645506822393335,male : single,guarantor,2.25649197844354,real estate,28.175893500735995,stores,rent,-1.1191039402173328,management/ self-employed/ highly qualified employee/ officer,1.643992678531235,none,yes
0,no checking account,11.537648207335433,delay in paying off in the past,car (used),1007.4550237203475,unknown/ no savings account,.. >= 7 years,3.9676628813047845,male : single,none,1.4352539571710636,real estate,21.92523743658669,none,own,1.8909098149294583,skilled employee / official,1.7192752369203217,none,yes
1,< 0 DM,36.857975881257154,existing credits paid back duly till now,car (new),1820.4451259569266,... < 100 DM,1 <= ... < 4 years,4.530693938024733,male : single,none,6.076711325859024,unknown / no property,36.90600122577121,bank,own,0.32300965238783585,unskilled - resident,-0.1530153819326303,"yes, registered under the customers name ",yes
0,< 0 DM,35.808695675118386,existing credits paid back duly till now,car (new),2393.922643820179,500 <= ... < 1000 DM ,... < 1 year ,3.803995702154984,male : single,co-applicant,3.1546795350224315,if not A121 : building society savings agreement/ life insurance,22.78471988439653,none,own,2.2199632947770542,unskilled - resident,0.03666792953045572,"yes, registered under the customers name ",yes
0,no checking account,34.72431367666208,existing credits paid back duly till now,radio/television,8132.803114301296,unknown/ no savings account,... < 1 year ,0.6578471092679528,male : single,guarantor,2.8590460581777357,if not A121 : building society savings agreement/ life insurance,29.780406010741242,none,for free,0.5218350754838457,skilled employee / official,-0.08389628960565032,none,yes
0,no checking account,5.866712785996519,existing credits paid back duly till now,domestic appliances,728.8853830369321,unknown/ no savings account,.. >= 7 years,2.593085834398138,male : single,none,2.207750597614124,real estate,45.84268216715154,stores,own,1.9511564142659894,unskilled - resident,-0.3321457556916456,none,yes
0,no checking account,7.080547713998389,critical account/ other credits existing (not at this bank),business,1163.7707073464476,... < 100 DM,1 <= ... < 4 years,1.022250937632872,male : single,none,2.4289022574293826,"if not A121/A122 : car or other, not in attribute 6",50.83970705717698,none,own,3.9137860400684237,skilled employee / official,2.795459874870404,none,yes
0,0 <= ... < 200 DM,42.497160744053765,all credits at this bank paid back duly,(vacation - does not exist?),5952.407205740278,... < 100 DM,1 <= ... < 4 years,1.7384380989335981,male : single,none,1.7706987820947633,if not A121 : building society savings agreement/ life insurance,42.41591427457727,none,own,1.7226617912063316,skilled employee / official,1.2900500916637554,none,yes
1,0 <= ... < 200 DM,36.142425736070564,existing credits paid back duly till now,business,1976.0871220132813,... < 100 DM,4 <= ... < 7 years,4.056496691993233,male : single,none,5.267623560803905,"if not A121/A122 : car or other, not in attribute 6",38.78420170149113,none,rent,2.238849884673459,skilled employee / official,1.0794960630914496,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,12.690485354067768,existing credits paid back duly till now,domestic appliances,1526.226786046109,unknown/ no savings account,.. >= 7 years,2.7138699632912093,male : married/widowed,none,3.1428235962225703,"if not A121/A122 : car or other, not in attribute 6",65.17537742879539,none,own,2.03904508556456,unskilled - resident,-1.5927165154022687,none,yes
1,>= 200 DM / salary assignments for at least 1 year,41.572747353663466,critical account/ other credits existing (not at this bank),radio/television,3966.3190131977412,... < 100 DM,unemployed,3.9655251349653673,male : single,none,2.9910661321080294,"if not A121/A122 : car or other, not in attribute 6",31.387804201680666,none,own,1.4154188302934896,management/ self-employed/ highly qualified employee/ officer,3.0554768586186185,none,yes
0,no checking account,11.158539691076713,existing credits paid back duly till now,business,4773.809210861229,... < 100 DM,1 <= ... < 4 years,2.053752562990502,female : divorced/separated/married,none,2.274645737992296,real estate,50.51908333382586,none,own,1.0699585894113746,unskilled - resident,0.10572799584644432,none,yes
0,>= 200 DM / salary assignments for at least 1 year,54.625590393967336,delay in paying off in the past,car (used),9435.413414914929,... < 100 DM,.. >= 7 years,-0.15600800605937915,male : single,guarantor,0.7411935403156635,unknown / no property,38.604356445874,none,own,1.8478516263001241,unskilled - resident,4.051812755938958,none,yes
0,no checking account,29.690653460279762,existing credits paid back duly till now,radio/television,3833.4353001566456,500 <= ... < 1000 DM ,unemployed,1.0848753405204987,female : divorced/separated/married,none,2.0480295776172524,unknown / no property,21.490022823665743,bank,own,0.3144683871469487,unemployed/ unskilled - non-resident,-0.4492414806513161,none,yes
1,no checking account,24.456775237557412,critical account/ other credits existing (not at this bank),domestic appliances,5943.243752480402,unknown/ no savings account,1 <= ... < 4 years,1.4072638937354685,male : single,guarantor,0.5335834939925654,real estate,45.10767733948376,bank,own,1.0159514769808147,skilled employee / official,0.18759884144346306,none,yes
0,no checking account,14.33807405893335,existing credits paid back duly till now,domestic appliances,1212.8487523532535,... < 100 DM,1 <= ... < 4 years,4.3870587293957435,male : single,guarantor,1.8911970250619607,"if not A121/A122 : car or other, not in attribute 6",47.860617522336966,stores,rent,0.36142380962297826,unskilled - resident,-1.2028493825096298,"yes, registered under the customers name ",yes
0,no checking account,17.636946153434927,existing credits paid back duly till now,domestic appliances,1568.4325944517261,.. >= 1000 DM ,unemployed,1.8463250836002394,female : divorced/separated/married,none,4.22946036445843,real estate,24.077856724267303,none,own,1.099710376324091,skilled employee / official,1.3621249759426974,none,yes
0,no checking account,23.61826210600167,existing credits paid back duly till now,radio/television,1755.0619164836799,... < 100 DM,1 <= ... < 4 years,4.158448050499735,female : divorced/separated/married,none,3.4775875685689766,if not A121 : building society savings agreement/ life insurance,57.62938694646014,none,own,0.7791812144496706,management/ self-employed/ highly qualified employee/ officer,-0.10125682081123233,none,yes
0,no checking account,8.80416035441096,existing credits paid back duly till now,business,2315.1103957256123,unknown/ no savings account,.. >= 7 years,4.022407225360472,female : divorced/separated/married,none,3.529178342224464,"if not A121/A122 : car or other, not in attribute 6",53.026189668106866,none,own,1.7102748764711766,skilled employee / official,-0.07300015409835425,"yes, registered under the customers name ",yes
0,no checking account,12.486972480785582,delay in paying off in the past,business,1411.5916668371733,... < 100 DM,4 <= ... < 7 years,4.777072958990898,male : single,none,2.7393260256749032,"if not A121/A122 : car or other, not in attribute 6",28.980242140164147,bank,own,3.30473169982152,skilled employee / official,-0.37251421717439737,none,yes
0,< 0 DM,17.530597659797277,critical account/ other credits existing (not at this bank),radio/television,1293.6018903402012,... < 100 DM,1 <= ... < 4 years,3.9047142129860655,male : married/widowed,none,-0.1617333589343466,"if not A121/A122 : car or other, not in attribute 6",26.181729961081544,none,own,1.0241616627649914,unskilled - resident,1.777355062737863,none,yes
