dataset,method,instability,invalidity,dissimilarity,dissparsity,implausability,discriminative_power,proportion_counterfactuals
fico,GS,,0.48683974146842957,3.3493587970733643,0.998641312122345,0.7667623162269592,0.7218521237373352,1.0
home,validity,19.706056594848633,0.03054674156010151,103.27412414550781,0.9928570985794067,101.92150115966797,0.8283783793449402,1.0
home,connected_ball,22.039138793945312,0.027367115020751953,106.14295959472656,0.9929742217063904,104.77719116210938,0.8206689953804016,1.0
home,robust,25.971393585205078,0.019746989011764526,181.27816772460938,0.9928570985794067,179.95510864257812,0.8261261582374573,1.0
home,feasability,27.252506256103516,0.009298209100961685,196.5584259033203,0.9927360415458679,195.2655029296875,0.8231790661811829,1.0
home,discriminative,18.66313934326172,0.021617701277136803,186.8805389404297,0.9928570985794067,185.56369018554688,0.8261261582374573,1.0
home,plausable,21.51559829711914,0.048705559223890305,155.1134796142578,0.9928570985794067,153.7589874267578,0.8283783793449402,1.0
home,similarity,29.271875381469727,0.27719855308532715,60.99679183959961,0.990476131439209,59.68680191040039,0.8543543219566345,1.0
home,combined,20.652359008789062,0.00678488053381443,191.28970336914062,0.9927360415458679,189.95684814453125,0.822950005531311,1.0
home,DICE,,0.1251978576183319,5.252614974975586,0.9242424368858337,2.439830780029297,0.7750818729400635,1.0
home,GS,,,,,,,0.0
titanic,validity,17.861953735351562,0.000725951453205198,66.53661346435547,0.6150393486022949,63.87263107299805,0.7568972706794739,1.0
titanic,connected_ball,6.387366771697998,0.06014181673526764,32.608760833740234,0.6155555844306946,29.606910705566406,0.7542163729667664,1.0
titanic,robust,108.79407501220703,7.76600354583934e-05,344.88262939453125,0.6150393486022949,342.4703369140625,0.759347140789032,1.0
titanic,feasability,30.138813018798828,0.007030011620372534,63.08848190307617,0.6155555844306946,60.52170944213867,0.7557089328765869,1.0
titanic,discriminative,64.84562683105469,0.0,205.3725128173828,0.6150393486022949,201.54364013671875,0.7593094110488892,1.0
titanic,plausable,3.1806883811950684,0.44212237000465393,7.0518107414245605,0.6154807209968567,5.024648666381836,0.7113869190216064,1.0
titanic,similarity,63.71364212036133,0.027709590271115303,135.70193481445312,0.6150393486022949,128.4899139404297,0.7607795000076294,1.0
titanic,combined,9.601101875305176,0.006662385538220406,58.39238739013672,0.6155555844306946,55.691375732421875,0.7559328675270081,1.0
titanic,DICE,2.1110901832580566,0.4481549859046936,8.802326202392578,0.5422222018241882,1.9388041496276855,0.7185447812080383,1.0
titanic,GS,,0.4989738166332245,5.034173011779785,0.7058823704719543,1.8833577632904053,0.7175152897834778,1.0
breast_cancer,validity,95.38553619384766,0.037641044706106186,834.910400390625,1.0,833.1641235351562,0.7913450598716736,1.0
breast_cancer,connected_ball,104.6117172241211,0.042454298585653305,826.25146484375,1.0,824.3584594726562,0.7900000214576721,1.0
breast_cancer,robust,146.1098175048828,0.032771673053503036,753.0145874023438,1.0,751.3582153320312,0.7916374206542969,1.0
breast_cancer,feasability,330.6762390136719,0.024423586204648018,868.9336547851562,1.0,867.017333984375,0.7899415493011475,1.0
breast_cancer,discriminative,93.02625274658203,0.028960712254047394,916.4830322265625,1.0,914.7489013671875,0.7917544841766357,1.0
breast_cancer,plausable,131.77117919921875,0.03322503715753555,865.110107421875,1.0,863.3101806640625,0.791579008102417,1.0
breast_cancer,similarity,9316.8623046875,0.11595182120800018,28865.025390625,1.0,28863.962890625,0.7928069829940796,1.0
breast_cancer,combined,146.42149353027344,0.0324222706258297,782.270751953125,1.0,780.4170532226562,0.7917544841766357,1.0
breast_cancer,DICE,0.6506252288818359,0.045589860528707504,2.430675745010376,0.9990000128746033,0.7707200646400452,0.7912865281105042,1.0
breast_cancer,GS,,0.4835774898529053,287.3287658691406,1.0,286.0245666503906,0.6524307727813721,1.0
boston_housing,validity,2.9481348991394043,0.030255507677793503,33.05097961425781,1.0,28.535892486572266,0.799128532409668,1.0
boston_housing,connected_ball,3.138801336288452,0.02836509235203266,32.353885650634766,1.0,27.82890510559082,0.7985304594039917,1.0
boston_housing,robust,2.4665002822875977,0.025235088542103767,35.919189453125,1.0,31.675363540649414,0.7985303997993469,1.0
boston_housing,feasability,3.302568197250366,0.03991809859871864,30.357973098754883,1.0,25.98573112487793,0.7982741594314575,1.0
boston_housing,discriminative,2.928480863571167,0.022591598331928253,36.527095794677734,1.0,31.900394439697266,0.799128532409668,1.0
boston_housing,plausable,4.432585716247559,0.035597335547208786,31.246662139892578,1.0,27.176795959472656,0.7968215942382812,1.0
boston_housing,similarity,99.4228286743164,0.11838362365961075,534.7604370117188,1.0,511.6046142578125,0.7634996771812439,1.0
boston_housing,combined,2.5230419635772705,0.029265256598591805,33.55633544921875,1.0,29.37841796875,0.7992993593215942,1.0
boston_housing,DICE,1.0541719198226929,0.3716275691986084,8.332256317138672,0.8861138224601746,1.370665192604065,0.7815276980400085,1.0
boston_housing,GS,,0.4936825931072235,10.314043045043945,1.0,4.778634548187256,0.7210273742675781,1.0
