default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_emp_since,installment_as_income_perc,personal_status_sex,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
1,< 0 DM,15.517591899451315,critical account/ other credits existing (not at this bank),business,1290.0607476523542,... < 100 DM,1 <= ... < 4 years,-2.0581679677916567,male : married/widowed,co-applicant,10.439087737318447,"if not A121/A122 : car or other, not in attribute 6",26.446402087374334,none,own,4.123726312436753,management/ self-employed/ highly qualified employee/ officer,-5.562938441147297,none,yes
1,< 0 DM,51.111167741715796,delay in paying off in the past,business,4313.769219164745,unknown/ no savings account,... < 1 year ,10.108731361030898,female : divorced/separated/married,none,2.587025232689567,real estate,25.02583564343413,none,rent,-4.083811349622237,skilled employee / official,3.818305668230206,none,yes
0,< 0 DM,12.264122790244864,critical account/ other credits existing (not at this bank),domestic appliances,1564.9970210249724,... < 100 DM,1 <= ... < 4 years,3.635189473464771,female : divorced/separated/married,none,-0.6846119306286207,"if not A121/A122 : car or other, not in attribute 6",24.747814671083265,bank,own,-4.64614901830474,skilled employee / official,4.0533553901263994,"yes, registered under the customers name ",yes
1,< 0 DM,28.50896482787213,delay in paying off in the past,car (used),1192.3796186272593,unknown/ no savings account,1 <= ... < 4 years,3.9592155374998157,male : single,none,4.474656678895984,"if not A121/A122 : car or other, not in attribute 6",66.89131953347623,none,rent,8.69772672958118,unemployed/ unskilled - non-resident,1.187904785197991,none,yes
0,no checking account,16.870037369008184,existing credits paid back duly till now,domestic appliances,1398.8198251616548,... < 100 DM,... < 1 year ,8.360875222487117,male : single,none,7.948989411933638,unknown / no property,28.68382140875002,bank,own,2.406283131849836,skilled employee / official,-2.4704945209081943,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,20.562830148467047,existing credits paid back duly till now,radio/television,1277.9158193572866,100 <= ... < 500 DM,1 <= ... < 4 years,4.637191135318562,male : single,none,-0.26685210124059955,real estate,31.547838516514464,none,rent,-0.6769626266930837,skilled employee / official,-2.917512016757168,none,yes
0,< 0 DM,25.475003136329995,existing credits paid back duly till now,radio/television,2424.20869327463,... < 100 DM,1 <= ... < 4 years,3.887667699583872,male : single,none,1.4761536114714775,"if not A121/A122 : car or other, not in attribute 6",59.034878493290314,none,rent,-1.7357618105850543,unskilled - resident,5.10372852632091,"yes, registered under the customers name ",yes
0,< 0 DM,26.164469596684004,all credits at this bank paid back duly,repairs,8070.904597977815,unknown/ no savings account,... < 1 year ,-0.6412004640879561,male : single,none,7.2287570809654635,"if not A121/A122 : car or other, not in attribute 6",28.87020166396454,none,rent,0.9582366043708817,skilled employee / official,-5.044890745983619,none,yes
1,no checking account,27.51380120522909,critical account/ other credits existing (not at this bank),domestic appliances,12577.652672129438,100 <= ... < 500 DM,1 <= ... < 4 years,6.327401757228314,female : divorced/separated/married,none,3.5145572953521422,"if not A121/A122 : car or other, not in attribute 6",42.71608063846511,none,own,-3.762289344453241,skilled employee / official,5.257881843276714,none,yes
0,0 <= ... < 200 DM,23.80029635605499,critical account/ other credits existing (not at this bank),domestic appliances,3432.47880786193,... < 100 DM,4 <= ... < 7 years,4.906411869295919,female : divorced/separated/married,none,-6.178913052019283,unknown / no property,31.02074579463608,none,own,4.533648696362361,skilled employee / official,1.3392033634782532,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,8.260550545818958,delay in paying off in the past,car (new),2135.359501444771,... < 100 DM,... < 1 year ,4.058720559558846,female : divorced/separated/married,none,-0.9015671978764326,if not A121 : building society savings agreement/ life insurance,48.781523663755195,none,rent,-0.10700461442528342,skilled employee / official,0.6166620014285715,none,no
0,0 <= ... < 200 DM,3.2762818223842345,existing credits paid back duly till now,car (new),2648.264191482577,... < 100 DM,.. >= 7 years,-1.1599454154704119,male : single,none,9.00494345530884,if not A121 : building society savings agreement/ life insurance,45.44725177841993,none,own,5.374138352865068,skilled employee / official,-4.8323508216533,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,14.890165354696121,critical account/ other credits existing (not at this bank),domestic appliances,2242.6393138293147,... < 100 DM,.. >= 7 years,1.5197194166642953,female : divorced/separated/married,none,4.60771313231525,if not A121 : building society savings agreement/ life insurance,42.573600596243544,none,rent,0.397484320919955,skilled employee / official,1.4131334794856536,"yes, registered under the customers name ",yes
0,no checking account,11.38188207172479,existing credits paid back duly till now,(vacation - does not exist?),1806.464538672009,... < 100 DM,1 <= ... < 4 years,2.7208048569514487,male : single,none,0.9512162758510039,"if not A121/A122 : car or other, not in attribute 6",37.83006156879376,none,rent,-3.1734007344692587,management/ self-employed/ highly qualified employee/ officer,3.4543420640455036,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,8.286688711347571,existing credits paid back duly till now,domestic appliances,2060.56818663289,... < 100 DM,4 <= ... < 7 years,-3.3338972749368043,male : married/widowed,none,0.31836137106007145,if not A121 : building society savings agreement/ life insurance,22.450439911990184,none,own,0.29479364794479435,skilled employee / official,-4.3456403514079245,none,yes
0,0 <= ... < 200 DM,4.591465798047082,existing credits paid back duly till now,domestic appliances,1372.5422469909422,... < 100 DM,.. >= 7 years,-4.887249405296743,female : divorced/separated/married,none,2.0529466912066807,if not A121 : building society savings agreement/ life insurance,32.14104622795463,bank,own,-9.496667110005667,skilled employee / official,2.994543469007382,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,8.129236742213395,no credits taken/ all credits paid back duly,car (new),417.2791597420421,100 <= ... < 500 DM,... < 1 year ,6.260613515239077,male : single,none,6.942933441120655,unknown / no property,36.42470394410999,none,own,0.5169256933039723,unskilled - resident,1.3560490147160906,none,yes
0,< 0 DM,13.461776257456313,existing credits paid back duly till now,business,409.14423970719116,... < 100 DM,.. >= 7 years,-7.407553260206756,male : divorced/separated,none,-2.4330535794351578,"if not A121/A122 : car or other, not in attribute 6",44.53884256836002,none,rent,1.3195232354793656,skilled employee / official,-1.5750224553292274,"yes, registered under the customers name ",yes
0,< 0 DM,8.650930446383953,existing credits paid back duly till now,radio/television,2414.9814681111025,100 <= ... < 500 DM,unemployed,3.8216421078450398,male : single,none,-1.3637965546818323,"if not A121/A122 : car or other, not in attribute 6",33.32428337470105,none,own,4.29897098619187,skilled employee / official,4.418692345965217,"yes, registered under the customers name ",yes
1,>= 200 DM / salary assignments for at least 1 year,61.72328401203153,critical account/ other credits existing (not at this bank),car (used),6840.182129099158,... < 100 DM,unemployed,1.087667768984702,female : divorced/separated/married,none,5.091823019453555,if not A121 : building society savings agreement/ life insurance,63.78557842004075,none,rent,-5.545219711933518,skilled employee / official,-7.809027075914225,none,yes
0,< 0 DM,26.566590403481847,existing credits paid back duly till now,business,1917.7505375708845,... < 100 DM,4 <= ... < 7 years,8.232986427519641,female : divorced/separated/married,none,2.6006616780181986,if not A121 : building society savings agreement/ life insurance,31.102786359830954,none,own,5.647465443454191,management/ self-employed/ highly qualified employee/ officer,2.386722994974836,"yes, registered under the customers name ",yes
0,>= 200 DM / salary assignments for at least 1 year,22.37433993446154,existing credits paid back duly till now,car (used),4020.8111001930097,100 <= ... < 500 DM,1 <= ... < 4 years,0.026127163384497054,female : divorced/separated/married,none,4.2874367305468395,if not A121 : building society savings agreement/ life insurance,25.15343118831622,bank,for free,4.282397179990625,unskilled - resident,7.477740632293169,none,yes
0,no checking account,15.95102908371385,critical account/ other credits existing (not at this bank),domestic appliances,5863.998555690412,... < 100 DM,4 <= ... < 7 years,4.637936857007584,female : divorced/separated/married,none,-2.918029589438391,unknown / no property,32.34903064697936,none,own,7.008174254794651,skilled employee / official,6.7597725564026465,none,yes
0,no checking account,8.74490908700849,critical account/ other credits existing (not at this bank),car (new),1265.9406444501828,.. >= 1000 DM ,.. >= 7 years,2.4123446350488336,male : married/widowed,none,5.428514705085284,"if not A121/A122 : car or other, not in attribute 6",59.37980983270721,none,own,0.7891144959834504,skilled employee / official,2.55922688215409,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,14.463917690301983,critical account/ other credits existing (not at this bank),car (used),1471.8883294507027,... < 100 DM,1 <= ... < 4 years,4.454992613944574,male : single,none,5.366334477509889,if not A121 : building society savings agreement/ life insurance,30.10170468724837,bank,own,5.055587336411022,skilled employee / official,-0.2067231045233835,none,yes
1,< 0 DM,49.51588917088357,existing credits paid back duly till now,radio/television,4745.994429394226,unknown/ no savings account,unemployed,6.947346123680205,male : single,none,3.9472741885971336,"if not A121/A122 : car or other, not in attribute 6",25.646649545518216,none,own,-3.8849761396276206,unskilled - resident,-1.5432102261905234,"yes, registered under the customers name ",yes
0,< 0 DM,47.5442101693805,existing credits paid back duly till now,education,6113.944545267843,100 <= ... < 500 DM,1 <= ... < 4 years,-0.8502228652983206,female : divorced/separated/married,none,3.5564469590463674,if not A121 : building society savings agreement/ life insurance,39.79539141392933,none,rent,3.852190260818132,skilled employee / official,-0.21170317562256824,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,14.639374092149888,existing credits paid back duly till now,domestic appliances,2097.7689146160424,... < 100 DM,1 <= ... < 4 years,7.986219537993616,male : single,none,1.6164655897361164,unknown / no property,36.92960828297745,none,rent,-2.084651048399781,skilled employee / official,3.1752289916716245,none,yes
0,< 0 DM,6.702075137235042,existing credits paid back duly till now,car (new),1228.22271455697,... < 100 DM,... < 1 year ,-1.9747915084259327,male : single,none,-1.3394046110860072,if not A121 : building society savings agreement/ life insurance,34.22725221543022,none,rent,-5.605607329691745,skilled employee / official,-2.228975221837665,"yes, registered under the customers name ",no
0,0 <= ... < 200 DM,11.602371151298804,critical account/ other credits existing (not at this bank),radio/television,460.7096054747692,100 <= ... < 500 DM,unemployed,5.178371370233516,male : single,guarantor,2.712005630240846,"if not A121/A122 : car or other, not in attribute 6",23.30495044255136,none,own,-3.4965620726574427,management/ self-employed/ highly qualified employee/ officer,4.029695272201524,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,32.97301668481377,all credits at this bank paid back duly,domestic appliances,2329.1808327314766,100 <= ... < 500 DM,.. >= 7 years,7.690558891151412,male : married/widowed,none,7.038823411521624,if not A121 : building society savings agreement/ life insurance,30.368708430107333,none,own,1.0221245545170823,management/ self-employed/ highly qualified employee/ officer,9.532642072013296,none,yes
0,no checking account,14.17261707322078,delay in paying off in the past,domestic appliances,1161.8955765128696,.. >= 1000 DM ,1 <= ... < 4 years,5.6401499671613395,female : divorced/separated/married,co-applicant,0.5238859735994991,unknown / no property,25.395326477237802,none,for free,-2.2971968328704135,skilled employee / official,0.7524670594904199,"yes, registered under the customers name ",yes
0,no checking account,15.337961170845222,critical account/ other credits existing (not at this bank),car (new),6206.794265381486,... < 100 DM,... < 1 year ,9.665779506941641,male : married/widowed,none,0.4407840426063596,if not A121 : building society savings agreement/ life insurance,43.87458119729399,none,own,2.5042941267831997,unemployed/ unskilled - non-resident,-3.377579213133221,"yes, registered under the customers name ",yes
0,no checking account,30.92864529226688,existing credits paid back duly till now,radio/television,6187.40770354949,... < 100 DM,.. >= 7 years,-2.053757269242642,female : divorced/separated/married,none,2.031011644938455,"if not A121/A122 : car or other, not in attribute 6",18.22621281225264,none,own,-5.232950220016069,skilled employee / official,-4.378978985265651,none,yes
1,no checking account,48.46674323656291,existing credits paid back duly till now,car (new),6139.95070616789,unknown/ no savings account,1 <= ... < 4 years,-1.5165970053943516,female : divorced/separated/married,none,4.80340118910372,"if not A121/A122 : car or other, not in attribute 6",54.14947809965619,none,for free,-6.508390174463447,skilled employee / official,4.106262206846302,"yes, registered under the customers name ",yes
0,< 0 DM,11.874754386916052,existing credits paid back duly till now,car (new),1389.5631759256978,100 <= ... < 500 DM,... < 1 year ,0.022659566019522348,female : divorced/separated/married,none,2.505944011276612,real estate,34.40265905171401,none,own,7.489549736574304,skilled employee / official,0.7610152841582256,"yes, registered under the customers name ",yes
0,no checking account,39.48571511179276,critical account/ other credits existing (not at this bank),business,2296.849349692388,... < 100 DM,1 <= ... < 4 years,6.641770266193748,female : divorced/separated/married,guarantor,5.941213132252563,"if not A121/A122 : car or other, not in attribute 6",38.33892811991025,none,own,4.615200517605738,management/ self-employed/ highly qualified employee/ officer,4.507323584256212,none,yes
0,< 0 DM,6.894382195098729,existing credits paid back duly till now,car (new),1354.1703778531678,100 <= ... < 500 DM,4 <= ... < 7 years,2.9916917370775145,male : single,none,4.0913750429961215,"if not A121/A122 : car or other, not in attribute 6",20.735242900559996,none,own,-3.19718734365523,skilled employee / official,-1.1345369966373982,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,13.71565425228758,all credits at this bank paid back duly,car (used),7224.177499330394,100 <= ... < 500 DM,.. >= 7 years,1.409026638589663,male : single,none,7.555932721618593,unknown / no property,38.29194565569425,stores,rent,1.988001426117842,management/ self-employed/ highly qualified employee/ officer,4.322494190159326,none,yes
0,no checking account,12.270316277955565,existing credits paid back duly till now,radio/television,2074.7500489944796,... < 100 DM,4 <= ... < 7 years,-0.4918281964285196,male : single,none,7.6942378890601315,"if not A121/A122 : car or other, not in attribute 6",28.24405942165682,none,own,5.0780282408052955,skilled employee / official,0.36680330620109813,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,25.156477594759938,critical account/ other credits existing (not at this bank),domestic appliances,2328.0329778844866,100 <= ... < 500 DM,1 <= ... < 4 years,7.067469173316243,male : divorced/separated,none,5.983434897489444,"if not A121/A122 : car or other, not in attribute 6",32.557653826098104,none,own,2.676802433162422,unskilled - resident,-1.9300162212957965,none,yes
0,0 <= ... < 200 DM,29.52515290335416,existing credits paid back duly till now,business,5964.183725662245,... < 100 DM,1 <= ... < 4 years,-3.8988191106021617,female : divorced/separated/married,none,-1.7369562565918395,"if not A121/A122 : car or other, not in attribute 6",29.603153059095796,none,for free,2.5928923847339136,skilled employee / official,-0.6039939152095379,"yes, registered under the customers name ",yes
0,< 0 DM,6.171376720577334,critical account/ other credits existing (not at this bank),domestic appliances,1262.438591018296,... < 100 DM,... < 1 year ,7.635798329507599,male : divorced/separated,none,-1.614137786305089,if not A121 : building society savings agreement/ life insurance,26.596412821193013,none,own,5.380616325250388,skilled employee / official,-3.788217421692946,"yes, registered under the customers name ",yes
0,no checking account,16.721315134570794,existing credits paid back duly till now,domestic appliances,3387.7805205802356,unknown/ no savings account,1 <= ... < 4 years,13.42975369255946,male : single,none,0.6969140941607024,unknown / no property,28.833598794264315,none,own,-1.9228499008048816,management/ self-employed/ highly qualified employee/ officer,8.957438234326446,none,yes
1,no checking account,34.11850938282882,existing credits paid back duly till now,radio/television,2219.4907373779183,... < 100 DM,... < 1 year ,5.465804586286202,male : single,none,2.195298571042342,real estate,59.288382894393926,none,rent,2.124713794658515,unemployed/ unskilled - non-resident,0.6144727457660517,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,3.4444886070266323,critical account/ other credits existing (not at this bank),domestic appliances,788.8880582659606,... < 100 DM,... < 1 year ,3.3324325426309724,male : single,none,-2.553306907843771,real estate,27.502921190449428,bank,for free,0.9286054468304334,unskilled - resident,4.578056354728783,none,no
1,0 <= ... < 200 DM,10.899430995093265,existing credits paid back duly till now,(vacation - does not exist?),6468.599369655949,... < 100 DM,... < 1 year ,0.02856092441776248,male : married/widowed,none,-0.766767176691977,"if not A121/A122 : car or other, not in attribute 6",55.463268012719276,none,own,-0.09104819068417025,unskilled - resident,-1.1474765314831972,"yes, registered under the customers name ",yes
0,no checking account,41.97976524493758,existing credits paid back duly till now,car (used),9567.644687672064,unknown/ no savings account,.. >= 7 years,-5.240853284347265,male : single,none,0.10194826552384395,real estate,33.85384184977795,bank,rent,0.4407779543169916,skilled employee / official,-3.2077112879192926,none,yes
0,0 <= ... < 200 DM,14.536675537227026,existing credits paid back duly till now,radio/television,1961.4733916535529,unknown/ no savings account,.. >= 7 years,0.5891225478791107,male : divorced/separated,none,-0.6873909590448233,if not A121 : building society savings agreement/ life insurance,25.354942491524586,none,own,1.291472951313963,management/ self-employed/ highly qualified employee/ officer,0.06447795632825926,"yes, registered under the customers name ",yes
1,< 0 DM,39.873113418365925,critical account/ other credits existing (not at this bank),car (new),6230.778907272781,... < 100 DM,.. >= 7 years,-0.37158096439499744,female : divorced/separated/married,none,2.7368420553799773,real estate,22.60633036536888,none,rent,2.13762998394211,skilled employee / official,5.404770133516794,none,yes
0,< 0 DM,2.268520913536781,existing credits paid back duly till now,car (used),1390.385259582552,unknown/ no savings account,1 <= ... < 4 years,-3.7880183056600627,male : single,none,5.713803401273324,"if not A121/A122 : car or other, not in attribute 6",27.979756908177873,none,own,-3.193710570138103,skilled employee / official,-1.0829271655931345,none,yes
0,< 0 DM,13.660459880056901,existing credits paid back duly till now,retraining,1542.8162007258297,... < 100 DM,1 <= ... < 4 years,10.889439767982598,male : single,none,4.796952164996957,real estate,54.254035713806104,none,own,5.20718363960179,skilled employee / official,-2.4821278909176616,none,yes
1,< 0 DM,36.651012260420025,existing credits paid back duly till now,radio/television,1951.174115423101,... < 100 DM,4 <= ... < 7 years,5.0914500721030915,male : single,none,13.887236304221878,unknown / no property,58.391701722388824,none,own,-2.905540831065033,unskilled - resident,1.621856977476574,"yes, registered under the customers name ",yes
1,no checking account,50.344889325437116,existing credits paid back duly till now,business,14425.528938288717,... < 100 DM,4 <= ... < 7 years,3.5187503224559347,female : divorced/separated/married,none,2.6820327440785974,if not A121 : building society savings agreement/ life insurance,22.48636888521254,none,rent,0.12706622181130445,unemployed/ unskilled - non-resident,2.9960904028709763,none,yes
0,0 <= ... < 200 DM,26.84490631917142,existing credits paid back duly till now,domestic appliances,3178.422531519148,... < 100 DM,.. >= 7 years,2.7639105392150016,female : divorced/separated/married,none,2.839736904250993,if not A121 : building society savings agreement/ life insurance,26.72572559180145,none,own,-0.18112189088020592,skilled employee / official,7.571392675412732,none,yes
0,>= 200 DM / salary assignments for at least 1 year,30.1733889407997,delay in paying off in the past,radio/television,5189.758992614395,... < 100 DM,1 <= ... < 4 years,3.308515670226255,male : single,none,4.016531530619464,if not A121 : building society savings agreement/ life insurance,49.661118761061815,none,for free,5.4324144506368635,unskilled - resident,3.4150019134899794,"yes, registered under the customers name ",yes
0,no checking account,10.60509971100625,all credits at this bank paid back duly,domestic appliances,2166.7121497908392,... < 100 DM,1 <= ... < 4 years,5.858202728957334,male : single,guarantor,3.02596791377416,real estate,25.70357400294398,stores,rent,-7.476415760869331,management/ self-employed/ highly qualified employee/ officer,3.57597071412494,none,yes
0,no checking account,10.150592829341731,delay in paying off in the past,car (used),1008.8200948813901,unknown/ no savings account,.. >= 7 years,3.870651525219138,male : single,none,2.7410158286842545,real estate,21.700949746346765,none,own,4.563639259717833,skilled employee / official,3.8771009476812863,none,yes
1,< 0 DM,39.431903525028616,existing credits paid back duly till now,car (new),1824.780503827706,... < 100 DM,1 <= ... < 4 years,6.122775752098931,male : single,none,12.306845303436095,unknown / no property,36.62400490308486,bank,own,-1.7079613904486566,unskilled - resident,-3.6120615277305212,"yes, registered under the customers name ",yes
0,< 0 DM,35.23478270047354,existing credits paid back duly till now,car (new),2393.6905752807165,500 <= ... < 1000 DM ,... < 1 year ,3.2159828086199367,male : single,co-applicant,0.6187181400897255,if not A121 : building society savings agreement/ life insurance,16.138879537586117,none,own,5.879853179108217,unskilled - resident,-2.853328281878177,"yes, registered under the customers name ",yes
0,no checking account,30.89725470664831,existing credits paid back duly till now,radio/television,8132.212457205184,unknown/ no savings account,... < 1 year ,-0.36861156292818875,male : single,guarantor,5.436184232710943,if not A121 : building society savings agreement/ life insurance,29.12162404296496,none,for free,-0.9126596980646176,skilled employee / official,-3.3355851584226013,none,yes
0,no checking account,2.4668511439860774,existing credits paid back duly till now,domestic appliances,725.5415321477283,unknown/ no savings account,.. >= 7 years,-1.627656662407448,male : single,none,2.8310023904564954,real estate,45.370728668606134,stores,own,1.804625657063958,unskilled - resident,-4.3285830227665825,none,yes
0,no checking account,4.322190855993554,critical account/ other credits existing (not at this bank),business,1163.0828293857908,... < 100 DM,1 <= ... < 4 years,-4.910996249468512,male : single,none,-2.2843909702824705,"if not A121/A122 : car or other, not in attribute 6",50.35882822870792,none,own,9.655144160273695,skilled employee / official,5.181839499481614,none,yes
0,0 <= ... < 200 DM,43.988642976215054,all credits at this bank paid back duly,(vacation - does not exist?),5947.628822961114,... < 100 DM,1 <= ... < 4 years,0.9537523957343927,male : single,none,4.082795128379053,if not A121 : building society savings agreement/ life insurance,46.66365709830907,none,own,0.8906471648253262,skilled employee / official,2.1602003666550216,none,yes
1,0 <= ... < 200 DM,36.56970294428226,existing credits paid back duly till now,business,1973.3484880531246,... < 100 DM,4 <= ... < 7 years,4.22598676797293,male : single,none,9.07049424321562,"if not A121/A122 : car or other, not in attribute 6",35.1368068059645,none,rent,5.955399538693835,skilled employee / official,1.317984252365798,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,14.761941416271073,existing credits paid back duly till now,domestic appliances,1526.9071441844364,unknown/ no savings account,.. >= 7 years,-1.1445201468351636,male : married/widowed,none,0.571294384890281,"if not A121/A122 : car or other, not in attribute 6",62.70150971518155,none,own,2.1561803422582404,unskilled - resident,-9.370866061609075,none,yes
1,>= 200 DM / salary assignments for at least 1 year,40.290989414653865,critical account/ other credits existing (not at this bank),radio/television,3970.2760527909654,... < 100 DM,unemployed,3.8621005398614683,male : single,none,2.964264528432117,"if not A121/A122 : car or other, not in attribute 6",23.551216806722664,none,own,2.6616753211739583,management/ self-employed/ highly qualified employee/ officer,9.221907434474474,none,yes
0,no checking account,11.634158764306857,existing credits paid back duly till now,business,4782.236843444918,... < 100 DM,1 <= ... < 4 years,2.215010251962008,female : divorced/separated/married,none,-2.9014170480308143,real estate,49.07633333530344,none,own,1.279834357645498,unskilled - resident,-2.5770880166142227,none,yes
0,>= 200 DM / salary assignments for at least 1 year,56.502361575869344,delay in paying off in the past,car (used),9433.653659659716,... < 100 DM,.. >= 7 years,-6.624032024237517,male : single,guarantor,-3.035225838737346,unknown / no property,37.41742578349599,none,own,4.3914065052004965,unskilled - resident,10.20725102375583,none,yes
0,no checking account,28.762613841119048,existing credits paid back duly till now,radio/television,3837.7412006265818,500 <= ... < 1000 DM ,unemployed,-1.6604986379180047,female : divorced/separated/married,none,5.19211831046901,unknown / no property,19.960091294662973,bank,own,-1.7421264514122052,unemployed/ unskilled - non-resident,-4.796965922605264,none,yes
1,no checking account,25.827100950229646,critical account/ other credits existing (not at this bank),domestic appliances,5943.975009921606,unknown/ no savings account,1 <= ... < 4 years,2.629055574941874,male : single,guarantor,-0.865666024029738,real estate,48.430709357935044,bank,own,-1.9361940920767418,skilled employee / official,-2.2496046342261478,none,yes
0,no checking account,12.352296235733395,existing credits paid back duly till now,domestic appliances,1212.3950094130146,... < 100 DM,1 <= ... < 4 years,5.548234917582976,male : single,guarantor,-1.435211899752157,"if not A121/A122 : car or other, not in attribute 6",50.44247008934785,stores,rent,-1.554304761508087,unskilled - resident,-7.811397530038519,"yes, registered under the customers name ",yes
0,no checking account,16.54778461373971,existing credits paid back duly till now,domestic appliances,1569.7303778069047,.. >= 1000 DM ,unemployed,-1.6146996655990424,female : divorced/separated/married,none,4.917841457833719,real estate,24.311426897069218,none,own,1.3988415052963643,skilled employee / official,2.4484999037707897,none,yes
0,no checking account,22.473048424006684,existing credits paid back duly till now,radio/television,1755.2476659347199,... < 100 DM,1 <= ... < 4 years,4.63379220199894,female : divorced/separated/married,none,1.910350274275907,if not A121 : building society savings agreement/ life insurance,56.51754778584055,none,own,0.11672485779868225,management/ self-employed/ highly qualified employee/ officer,-3.4050272832449293,none,yes
0,no checking account,5.216641417643841,existing credits paid back duly till now,business,2315.4415829024488,unknown/ no savings account,.. >= 7 years,7.0896289014418885,female : divorced/separated/married,none,2.1167133688978557,"if not A121/A122 : car or other, not in attribute 6",56.10475867242746,none,own,3.841099505884706,skilled employee / official,-3.292000616393417,"yes, registered under the customers name ",yes
0,no checking account,13.947889923142327,delay in paying off in the past,business,1410.3666673486932,... < 100 DM,4 <= ... < 7 years,7.108291835963593,male : single,none,4.957304102699613,"if not A121/A122 : car or other, not in attribute 6",28.920968560656593,bank,own,7.21892679928608,skilled employee / official,-4.4900568686975895,none,yes
0,< 0 DM,16.122390639189106,critical account/ other credits existing (not at this bank),radio/television,1289.4075613608045,... < 100 DM,1 <= ... < 4 years,3.618856851944262,male : married/widowed,none,-3.6469334357373864,"if not A121/A122 : car or other, not in attribute 6",23.72691984432617,none,own,-1.9033533489400343,unskilled - resident,4.109420250951452,none,yes
